Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
02-JUL-2024,26318.05,26333.2,25888.7,25979.05,125329104,10260.96
03-JUL-2024,26312.85,26566.4,26131.9,26504.65,265575698,20164.3
04-JUL-2024,26653.55,26653.55,26360.85,26524.2,127446412,9064.87
05-JUL-2024,26235.8,26367.65,26105.45,26266.2,139511079,11477.02
08-JUL-2024,26215.3,26309.1,26103.65,26200.25,108117859,6724.65
09-JUL-2024,26177.75,26285.15,26129.6,26232.5,95174891,8402.85
10-JUL-2024,26215.5,26223.1,25997.35,26086.6,151071829,10096.24
11-JUL-2024,26145.35,26195.75,25853.95,26129.25,99883095,7954.66
12-JUL-2024,26147.6,26419.8,26101.2,26146.8,118884411,9795
15-JUL-2024,26171.25,26265.55,26032.05,26148.7,101184534,8519.56
16-JUL-2024,26147.05,26229.35,26104.85,26125.75,101050258,7080.36
18-JUL-2024,26033.55,26315.5,26022.4,26229.8,81572475,7423.65
19-JUL-2024,26166.9,26193.5,25964.6,26008,,
22-JUL-2024,25964.3,26060.35,25802.8,26015,131808472,9927.38
23-JUL-2024,26151.15,26170.85,25587.75,25800.15,158599696,10820.99
24-JUL-2024,25738.6,25878.3,25302.1,25604.8,211477068,12914.25
25-JUL-2024,25298,25411.7,25181.55,25369.05,165804530,10286.11
26-JUL-2024,25107.95,25583.4,25095.75,25518.2,172870244,10938.1
29-JUL-2024,25643.15,26036.35,25445.8,25588.6,335941651,16551.25
30-JUL-2024,25564.65,25900.2,25501.3,25672.75,192535043,12408.92
31-JUL-2024,25714,25758.5,25598.6,25712.1,149970815,10677.32
01-AUG-2024,25742.05,25864.45,25651.45,25712.2,96627978,6624.91
02-AUG-2024,25501.4,25732.4,25460.1,25612.05,104060692,8034.23
05-AUG-2024,25226.1,25354.15,24857.65,25031.35,158902689,9127.96
06-AUG-2024,25180,25304.4,24830.15,24880.2,101559445,7897.43
07-AUG-2024,25148.4,25148.4,24866.8,24999.85,114990259,8844.36
08-AUG-2024,24956.5,25136.45,24861.35,25022.8,76614484,6363.49
09-AUG-2024,25254.75,25313.8,25127.95,25146.5,68475504,5498.55
12-AUG-2024,25116.3,25368.25,24993.3,25256.85,119338499,7838.5
13-AUG-2024,25189.9,25265.5,24908.7,24944.85,104630569,8538.58
14-AUG-2024,24962.35,24996,24822.55,24844.95,99907008,6623.78
