Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
05-JUL-2024,72984.85,73483.8,72785.65,73426.55,555833181,19210.16
08-JUL-2024,73693.75,73812.2,73232.35,73508.8,635894517,22980.3
09-JUL-2024,73823.9,74096,73446.5,73863.6,494006856,18571.67
10-JUL-2024,74148.7,74158.9,72254,73897.5,563816077,21627.62
11-JUL-2024,74155.45,74308.55,73787.05,74059.2,438903542,16814.33
12-JUL-2024,74322.4,74453.3,73424.4,73732.1,610851369,20408.15
15-JUL-2024,74053,74430.95,73744.65,74367.35,519828373,17796.84
16-JUL-2024,74612.45,74715.6,73807.5,73921.7,433845070,18585.43
18-JUL-2024,73906.25,73943.35,72648.05,73112.5,513123833,24854.01
19-JUL-2024,73047.85,73059.6,71246.9,71353,474255411,20461.83
22-JUL-2024,71092.1,72352,70696.3,72265.95,364674089,17638.54
23-JUL-2024,72627,72635.2,68938.5,71632.2,595576725,27110.19
24-JUL-2024,71704.3,72163.75,71449.9,71844.65,405227039,18917.68
25-JUL-2024,71340.2,72355.4,71055.3,72210.25,467687099,17317.58
26-JUL-2024,72611.2,73457.85,72559.6,73400.65,421969979,18698.39
29-JUL-2024,73836.2,74365.5,73571.6,74288.3,679980926,25619.78
30-JUL-2024,74495.85,74656.65,74118.95,74215.85,442376662,21950.67
31-JUL-2024,74514.8,74879.05,74381.25,74788.1,423613295,20477.52
01-AUG-2024,74936.7,75057.3,73921.3,74294.65,489063845,25854.54
02-AUG-2024,73621.4,74241.25,73173.45,73328.15,723628855,27387.54
05-AUG-2024,71459.55,72084.95,70269.45,70936.9,775888423,28806.27
06-AUG-2024,71496.4,72456.65,70081,70282.45,541173307,22765.32
07-AUG-2024,71577.65,72491.05,71077.35,72401.25,482082423,21244.35
08-AUG-2024,72465.1,72495.55,71716.4,71825.9,337357739,16212.11
09-AUG-2024,72658.9,72900,72241.2,72718.85,306632494,17893.55
12-AUG-2024,72401.5,72736.65,71965.85,72434.25,335488037,17682.56
13-AUG-2024,72596.85,72669,71534.25,71609.8,321505235,15482.15
14-AUG-2024,71840.1,71921.65,71100.1,71642.4,307122540,15655.92
16-AUG-2024,72208.55,73001.85,71885.2,72943.2,302678541,15577.56
19-AUG-2024,73446.45,73664.35,73249.85,73370.75,317458882,15151.76
20-AUG-2024,73628.8,74002.75,73314.95,73971.3,397686854,16061.8
21-AUG-2024,74088.95,74256.05,73922.05,74178.5,276669176,12787.64
22-AUG-2024,74546.15,74713.65,74382,74660.35,258349079,13268.08
23-AUG-2024,74904.35,74958.6,74325.25,74403.6,327612786,15867.01
26-AUG-2024,74752.5,74817.25,74433.5,74768.8,240717013,12346.06
27-AUG-2024,74884.55,74933.35,74622.6,74848.95,248407398,13230.81
28-AUG-2024,75173.75,75308.05,74786.2,75082.55,248463336,14123.12
29-AUG-2024,75119.6,75259.9,74290.85,74896.4,302336021,18048.62
30-AUG-2024,75166.15,75450.55,75056.4,75279.8,384636052,22656.68
02-SEP-2024,75674.85,75712.35,74989.15,75335.8,341044816,15882.7
03-SEP-2024,75741.75,75746.3,75242.15,75413.65,331002184,17289.31
04-SEP-2024,74894.55,75530.6,74744.25,75450.55,319423112,15007.19
05-SEP-2024,75736.85,75807.7,75382.8,75485.95,378834812,15972.22
06-SEP-2024,75473.4,75509.7,74315.9,74462,414981447,16834.7
09-SEP-2024,74350.4,74701.05,73570.8,74572.9,354583888,15134.3
10-SEP-2024,74877.4,75092.2,74535.55,74737.6,360035296,15811.34
11-SEP-2024,74882.65,75132.2,74176.7,74355.25,384194436,16034.64
12-SEP-2024,74904.5,75469.95,74741.7,75446.35,336302188,14768.58
13-SEP-2024,75698.6,75754.7,75372.85,75427.55,349372683,14084.81
16-SEP-2024,75707.4,75742.7,75342.15,75464.3,264927786,12637.7
17-SEP-2024,75635.1,75635.1,75040.25,75260.2,268892565,13283.1
18-SEP-2024,75359.3,75502.95,74508.1,74936.15,318620842,12406.67
19-SEP-2024,75397.1,75578,73338.55,74419.55,404466929,19317.86
20-SEP-2024,74678.45,75691.05,74545.3,75481.85,479235066,22542.5
