Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
03-JAN-2022,18090.15,18567.4,18044.6,18531.85,169321802,4442.47
04-JAN-2022,18604.9,18720.95,18481.15,18682.2,127463232,4215.6
05-JAN-2022,18729.4,19153.1,18629.25,19078.5,160358494,6227.24
06-JAN-2022,18855.75,19123.1,18743.95,18998,138883822,4546.14
07-JAN-2022,19092.25,19317.55,18953.35,19113.55,118008112,4490.45
10-JAN-2022,19211.5,19434.45,19208.25,19410.45,115942388,3986.12
11-JAN-2022,19430.1,19485.25,19224.25,19419.75,100754600,3677.74
12-JAN-2022,19571.9,19643.35,19502.65,19613.95,113719399,4960.6
13-JAN-2022,19620.15,19620.15,19435.75,19493.6,112650183,5788.2
14-JAN-2022,19393.15,19493.95,19254.6,19450.65,111483443,4340.28
17-JAN-2022,19376.1,19558.85,19316.1,19353,95820203,5010.84
18-JAN-2022,19418.35,19674.25,19275.55,19334.6,111820873,5073.23
19-JAN-2022,19299.8,19393.15,19120.4,19209.75,104130619,4538.97
20-JAN-2022,19239.35,19278.9,18972.2,19105.1,92909861,4152.32
21-JAN-2022,18948.1,19032.45,18755,18929.55,92962129,3935.73
24-JAN-2022,18966.45,19005.05,18333,18643.6,160009068,6436.49
25-JAN-2022,18467.85,19078.85,18379.15,19036.05,191463027,7686.42
27-JAN-2022,18741.65,19221.2,18672.7,19132.9,191615680,9012.99
28-JAN-2022,19261.75,19386.45,18971.15,19020.6,153535782,6944.03
31-JAN-2022,19256.05,19300.6,18916.6,19037.15,121436682,5497.88
01-FEB-2022,19273.6,19503.6,18986.65,19405.4,117264865,6219.12
02-FEB-2022,19576.15,19884.8,19531.5,19857.15,120480045,5719.48
03-FEB-2022,19823.3,19886.85,19589.85,19668.95,87616418,4165.83
04-FEB-2022,19721.35,19804.7,19462,19589.85,81002538,3957.01
07-FEB-2022,19472.95,19602.05,19032.9,19132,98794024,4285.75
08-FEB-2022,19222.6,19236.6,18795.95,19159.65,94199552,4704.59
09-FEB-2022,19285.35,19500.4,19248.2,19479.7,74738506,3501.2
10-FEB-2022,19571.3,19763.7,19417.9,19673.1,94588946,4668.16
11-FEB-2022,19443.75,19604.5,19393.8,19474.15,101644595,4449.24
14-FEB-2022,19055.55,19123.6,18645.95,18689.4,119409370,4664.41
15-FEB-2022,18737.4,19324.8,18536.5,19297.75,117153803,4602.31
16-FEB-2022,19353.4,19478.55,19112.95,19217.1,94427088,3722.79
17-FEB-2022,19271.5,19308.35,18932.25,18990,86974267,3744.54
18-FEB-2022,18892.2,19119.75,18866.8,19002.1,62139723,2608.16
21-FEB-2022,18907.1,19265.3,18805.15,19050.5,92569254,3133.67
22-FEB-2022,18599.05,19079.35,18591.3,18926.15,95965244,3748.48
23-FEB-2022,19043.1,19138.2,18929.4,18964.7,87693573,4311.92
24-FEB-2022,18317.4,18619,17710.2,17829.7,207386899,7576.59
25-FEB-2022,18194.8,18607.7,18117.4,18497.5,163558754,5679.92
28-FEB-2022,18251.85,18437.4,18094.5,18397.85,125316615,5837.41
02-MAR-2022,17975.85,18065.15,17710.85,17959.65,121562938,6855.76
03-MAR-2022,18094.8,18179.4,17660.25,17774,102826335,4953.22
04-MAR-2022,17562.45,17833.75,17314.95,17478.85,118785259,5118.71
07-MAR-2022,16936.5,17054.1,16398.2,16644.7,154308658,6725.46
08-MAR-2022,16490.1,16888.85,16317.45,16833.2,170224894,8177.21
09-MAR-2022,16924.3,17237.3,16729.3,17165.25,157212868,7711.09
10-MAR-2022,17840.4,17959.35,17361.05,17473.8,172124275,8100.26
11-MAR-2022,17403.6,17676.15,17287.95,17482.15,106002665,4843.81
14-MAR-2022,17528.35,17898.15,17488.55,17828.2,109740304,5764.06
15-MAR-2022,17911.7,18009.95,17499.35,17650.5,147300120,6738.23
16-MAR-2022,17931.2,18109.8,17884,18080.65,110251574,4575.94
17-MAR-2022,18363,18518.85,18339.6,18415.35,121811463,5319.05
21-MAR-2022,18479.45,18507.8,18142.1,18194.9,81522550,3598.87
22-MAR-2022,18172.45,18441.1,17898.35,18375.7,131602943,4323.48
23-MAR-2022,18509.7,18610.55,18245.75,18289.6,141332288,4991.82
24-MAR-2022,18026.1,18178.75,17907.2,17962.95,159520923,7728.26
25-MAR-2022,18043.35,18058.95,17806.05,17906.85,116914742,4102.5
28-MAR-2022,17942.35,18060.7,17715.15,18031.95,132221199,4165.9
29-MAR-2022,18145.5,18165.8,17925.25,18099.05,119238228,3691.93
30-MAR-2022,18307.65,18427.45,18219.5,18367.1,266849693,6961.36
31-MAR-2022,18453.65,18511.05,18338.05,18420.8,129818479,5316.33
01-APR-2022,18381.6,18859.95,18352.1,18831.05,159158452,4883.59
04-APR-2022,19162.8,19619.6,19083.05,19570.05,226228762,12789.3
05-APR-2022,19616.1,19626.55,19204,19269.7,151410215,5872.37
06-APR-2022,19088.4,19171.25,18986.4,19023.1,115804990,5465.03
07-APR-2022,18930.8,19203.45,18885.05,18979.8,134590015,6986.89
08-APR-2022,19000.85,19137.9,18907.95,19076.85,183618011,7649.28
11-APR-2022,19006.3,19190.2,18958.8,19022.15,90380548,4341.88
12-APR-2022,18922.45,19192.15,18848.05,19108.75,104151510,5130.73
13-APR-2022,19193.6,19241.4,18912.65,18942.7,92477245,5128.82
18-APR-2022,18639.45,18713.55,18464.35,18619.4,103676632,6500.63
19-APR-2022,18656.1,18783.25,18170.3,18376.2,156259600,9710.76
20-APR-2022,18453.3,18487.55,18283.35,18377.5,108524350,6487.38
21-APR-2022,18470.4,18703.1,18425.6,18655.1,109810622,6347.63
22-APR-2022,18502.45,18540.35,18264.8,18288.7,92507366,4270.3
25-APR-2022,18154.85,18404.05,18020.95,18306.5,119759152,6036.77
26-APR-2022,18543.9,18579.3,18402.7,18478.55,95953158,4756.27
27-APR-2022,18310.85,18389.6,18161.55,18302.45,87476072,4825.03
28-APR-2022,18386.35,18519.45,18260,18479.6,89459199,4750.72
29-APR-2022,18498.9,18649.55,18277.5,18326.3,127397865,7581.8
02-MAY-2022,18093.85,18451.75,18085.4,18414.6,126029681,5168.75
04-MAY-2022,18477.2,18501.85,17899.9,17969.15,157474372,6322.7
05-MAY-2022,18198.2,18279.8,17841,17897.15,116318717,4585.27
06-MAY-2022,17564.55,17642,17421.8,17507,135416796,5406.45
09-MAY-2022,17275,17479.9,17152.75,17349.3,131233984,5522.14
10-MAY-2022,17296.15,17637.3,17295.7,17480.1,97178057,4205.36
11-MAY-2022,17586.2,17620.85,17305,17573.6,123797790,4349.35
12-MAY-2022,17387.7,17417.9,16838.65,16957.9,155766383,5464.83
13-MAY-2022,17159.05,17204.15,16778.85,16830.05,162048740,5033.76
16-MAY-2022,16911.9,17205.1,16776.3,17090,122538469,3656.12
