Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
25-APR-2023,21618.4,21668.55,21546.65,21582.25,173257143,13291.75
26-APR-2023,21518.8,21702.05,21489.7,21681.25,113433343,8158.27
27-APR-2023,21681.4,21834.6,21657.7,21812.25,155604467,10082.68
28-APR-2023,21834.45,21922.2,21706.65,21885.75,160450867,8157.52
02-MAY-2023,21976.4,22019.85,21900.25,21953.5,202099368,7900.8
03-MAY-2023,21879.75,21985.7,21834.2,21966.95,125331290,7143.5
04-MAY-2023,21930.5,22127.65,21906.75,22102.6,117086944,9087.06
05-MAY-2023,21833.15,22046.35,21436.15,21478.95,187457070,11122.38
08-MAY-2023,21566.25,21896.5,21560.75,21843.3,130355149,7741.77
09-MAY-2023,21923.6,22047.5,21839.3,21874.95,146391620,8663.46
10-MAY-2023,21929.25,22014.8,21732.15,21989.15,114652370,9281.45
11-MAY-2023,22099.6,22211.65,22011.65,22068.15,121816789,8356.27
12-MAY-2023,22061.1,22257.75,21972.3,22204.3,105167372,5898.27
15-MAY-2023,22217.45,22418.75,22128.95,22375.65,119021692,5143
16-MAY-2023,22407,22407,22205.65,22245.1,126354874,7703.55
17-MAY-2023,22259.4,22271.05,22028.95,22143.6,119207636,7587.71
18-MAY-2023,22304.45,22334.35,22183.35,22214.6,123672842,9146.48
19-MAY-2023,22297.45,22344.05,22087.2,22314.9,92531327,6368.51
22-MAY-2023,22276.45,22334.85,22161.15,22257.25,93829910,6266.6
23-MAY-2023,22298.05,22378.9,22242.05,22306.4,90880109,6043.72
24-MAY-2023,22206.65,22325.1,22150.9,22170.4,95755558,6820.8
25-MAY-2023,22147.05,22208.55,22025.85,22189.35,118113339,7267.21
26-MAY-2023,22231.35,22391.1,22131.5,22361.8,99479711,5157.04
29-MAY-2023,22469.85,22561.8,22420.35,22452.45,117026975,5683.72
30-MAY-2023,22442.6,22614.15,22410.7,22583.6,131765786,8162.45
31-MAY-2023,22562.4,22574.3,22309.45,22470.7,236819787,28270.7
01-JUN-2023,22472.05,22510.7,22266.95,22311.2,161272369,9914.62
02-JUN-2023,22408.8,22440.3,22300.8,22357.2,93204984,5295.41
05-JUN-2023,22460.9,22593.3,22454.35,22509.45,99350619,5448.52
06-JUN-2023,22536.5,22595.85,22477.05,22559.5,93658208,6762.23
07-JUN-2023,22634.85,22645.8,22523.15,22586.55,86829519,6499.49
08-JUN-2023,22551.85,22673.35,22374.55,22414.05,107118649,7737.54
09-JUN-2023,22434.6,22588.85,22407.55,22465.75,93601374,7629.32
12-JUN-2023,22490.2,22529.3,22410.65,22457.9,62176439,3924.29
13-JUN-2023,22440.2,22590.5,22440.2,22558.7,128632168,8100.32
14-JUN-2023,22604.55,22619.5,22460,22476.35,123177609,6064.43
15-JUN-2023,22514.35,22525.85,22182.15,22206.3,171894103,9001.15
16-JUN-2023,22278.65,22554.9,22255.65,22492.05,121281663,5162.26
19-JUN-2023,22530.95,22541.65,22230.5,22291.1,157929535,7644.27
20-JUN-2023,22263.65,22402.35,22159.85,22375,102330002,5528.39
21-JUN-2023,22438.85,22476.65,22312.65,22390.9,99675029,4978.5
22-JUN-2023,22392.25,22467.15,22269.5,22297.3,183533608,10330.24
23-JUN-2023,22260.8,22386,22199.65,22292.85,118954959,5184.54
26-JUN-2023,22347.8,22368.45,22251.6,22302.9,85342304,4313.5
27-JUN-2023,22392.35,22585.5,22324.2,22550.05,108384584,6216.52
28-JUN-2023,22696.55,22737.65,22551.95,22658.7,181910677,11360.94
30-JUN-2023,22815,22945.35,22709.95,22923.15,159867093,8292.71
03-JUL-2023,23040.1,23207.85,22997.1,23064.6,139247836,7763.82
04-JUL-2023,23140.9,23256.1,22945.9,23057.25,243231774,9014.13
05-JUL-2023,22970.1,23151.65,22933.8,23037.9,228281776,9129.86
06-JUL-2023,22991.15,23162.5,22979.4,23122.05,155539656,9294.11
07-JUL-2023,23023.05,23070.5,22829.6,22868.5,94047409,4711.82
10-JUL-2023,22889.5,22965.05,22761.05,22842.2,96474957,6586.2
11-JUL-2023,22914.1,23022.15,22808.85,22854.1,165600893,9255.22
12-JUL-2023,22911.45,22954.75,22751.1,22787.25,169264937,11564.36
13-JUL-2023,22962,22975.6,22767.25,22792.65,213758400,10671.29
14-JUL-2023,22898,22964.5,22785.95,22920.9,153054027,7428.36
17-JUL-2023,22994.3,23297.2,22868,23224.95,195254862,10103.58
18-JUL-2023,23379,23457.35,23150.4,23236.3,189057446,14229.02
19-JUL-2023,23375.35,23399.95,23250.9,23327,138344079,8130.56
20-JUL-2023,23357.1,23630.35,23303.1,23596.35,173050026,12580.72
21-JUL-2023,23535.05,23652.3,23445.45,23552.35,154794685,8460.83
24-JUL-2023,23614.15,23632.6,23450.45,23497.45,175623392,9256.15
25-JUL-2023,23601.7,23603,23365.6,23472.15,148153302,11812.16
26-JUL-2023,23510.35,23654.7,23454.95,23632.7,154997909,6848.19
27-JUL-2023,23759.1,23778.25,23342.95,23389.65,252084435,13795.06
28-JUL-2023,23346.1,23430.5,23181.7,23312.5,151518419,7789.81
31-JUL-2023,23378.35,23432.2,23269.55,23411.1,207604737,8046.46
01-AUG-2023,23477.45,23511.1,23336.5,23415.7,131004548,7478.1
02-AUG-2023,23232,23318.55,22964.3,23126.95,132082216,6989.46
03-AUG-2023,23042.3,23137,22780.15,22894.55,162218436,12138.61
04-AUG-2023,23003.8,23210.6,22883.35,23180.5,149043898,9173.32
07-AUG-2023,23246.4,23277.45,23126.05,23201.85,110555317,6982.7
08-AUG-2023,23223.3,23335.05,23191.55,23246.5,124232014,8999.24
09-AUG-2023,23238.5,23238.5,23030.4,23209.1,99325672,6734.18
10-AUG-2023,23162.85,23272.05,22988.75,23059.85,142056571,10313.02
11-AUG-2023,23063.1,23067.45,22789.8,22830.55,109790912,6821.57
14-AUG-2023,22763.3,22878.4,22615.1,22819.55,103917658,6612.34
16-AUG-2023,22644.2,22742.95,22578.1,22715.4,101280214,6455.5
17-AUG-2023,22699.45,22783.85,22607.05,22671.35,141612491,9974.7
18-AUG-2023,22581.15,22706.35,22556.45,22624.3,90438004,5693.04
21-AUG-2023,22678.5,22800.25,22639.45,22752.1,90283836,5299.78
22-AUG-2023,22815,22845.6,22763.2,22793.5,128690580,6928.02
23-AUG-2023,22838.3,23105.4,22779.85,23080.8,157267254,7891.04
24-AUG-2023,23216.85,23348.2,23044.75,23080.8,163669706,10064.92
25-AUG-2023,22967.9,23028.55,22808.05,22984.2,98032266,5450.49
28-AUG-2023,22996.55,23178.3,22963,23125.1,104042322,5568.66
29-AUG-2023,23210.7,23220.3,23074.45,23106.65,102572208,6397.04
30-AUG-2023,23221.75,23267.35,22973.5,23012.9,113423338,6258.64
31-AUG-2023,23030.45,23098.95,22826,22921.85,617651810,20614.46
01-SEP-2023,22915,23209.1,22806.9,23142.2,179731420,8407.63
04-SEP-2023,23257.85,23263.15,23076.7,23205.05,141104050,5807.35
05-SEP-2023,23233.75,23276.8,23135.5,23219.8,134454730,7679.04
06-SEP-2023,23190.75,23238.75,23022,23120.7,165659813,11745.5
07-SEP-2023,23135.8,23380.05,23080.2,23351.95,117406249,6599.38
08-SEP-2023,23405.3,23597.2,23292.35,23482.25,126587059,6836.21
11-SEP-2023,23589.4,23704.5,23503.85,23668.8,116227227,5976.47
12-SEP-2023,23847.2,23847.2,23461.85,23539.15,143587692,8300.83
13-SEP-2023,23513,23758.6,23423.4,23720.65,197338595,10594.63
14-SEP-2023,23778.65,23832,23644.4,23762.7,92773352,5560.37
15-SEP-2023,23822,23955,23778.45,23914.35,174933331,18666.66
18-SEP-2023,23853,23872.7,23677.9,23715.25,107355883,7224.54
20-SEP-2023,23463.95,23644.5,23347.8,23430.5,202931133,16135.18
21-SEP-2023,23321.7,23362.45,23053.4,23072.05,141476312,10752.52
22-SEP-2023,23087.85,23243.3,23010.75,23050.2,113904274,8975.39
25-SEP-2023,23042.3,23249.1,22940.25,23155,126298561,6763.04
26-SEP-2023,23134.2,23157.45,23023.1,23080.7,95515711,5661.25
27-SEP-2023,23007.4,23157.05,22876.5,23133.5,125999353,7215.76
28-SEP-2023,23201.25,23223.1,22906.15,22935.05,201626130,12353.5
29-SEP-2023,23020.1,23196.55,22948.1,23101.9,103097632,6494.8
03-OCT-2023,23100.25,23103.05,22952.75,22993.9,107128054,7280.25
04-OCT-2023,22839.6,22868.1,22701.7,22766.6,168005183,10916.37
05-OCT-2023,22889.35,22964.05,22835.5,22854.25,97424746,7106.81
06-OCT-2023,22948.1,23013.35,22870.7,22971.75,82284831,4020.25
09-OCT-2023,22809.65,22847.35,22674.05,22743.2,79389843,3922.18
10-OCT-2023,22819.35,23069.35,22801.6,23006.1,135796545,6240.41
11-OCT-2023,23126.75,23210.1,23057.15,23122.95,126084764,6372.35
12-OCT-2023,23151.7,23219.05,23127.2,23179.45,68095870,4254.15
13-OCT-2023,23064.25,23221.6,23002.45,23071.85,97502819,6779.91
16-OCT-2023,23045.65,23111.4,22955.95,23036.35,88281279,3898.19
17-OCT-2023,23227.4,23227.9,23070.2,23116.45,77395368,5286.89
18-OCT-2023,23110.4,23114.95,22831.45,22845.75,120092607,6390.82
19-OCT-2023,22731.1,22953.45,22692.6,22788.3,103956191,6956.12
20-OCT-2023,22704.4,22873.75,22696.65,22802.25,83521444,4957.87
23-OCT-2023,22862.85,22868.1,22414.15,22475.95,138222919,6690.23
25-OCT-2023,22542.4,22601.45,22214.4,22254.05,121208948,6272.68
26-OCT-2023,22210,22212.85,21871.9,21979.5,191038205,10993.3
27-OCT-2023,22123.65,22249.5,22076.85,22219.6,113806055,6348.9
30-OCT-2023,22188,22380.55,22013,22340.9,131169511,4674.69
31-OCT-2023,22504.65,22504.65,22208,22235.25,104427489,6540.2
01-NOV-2023,22158.5,22212.4,22085.5,22131.2,91732192,5667.85
02-NOV-2023,22295,22451.05,22201.45,22304.95,87170672,6453.44
03-NOV-2023,22464.8,22517,22416,22454.1,77791175,3948.59
06-NOV-2023,22632.2,22692.7,22549.65,22671.6,76784672,4637.87
07-NOV-2023,22655.7,22791,22496.3,22759.95,88439454,6867.53
08-NOV-2023,22790.45,22794.45,22661.5,22727.05,106597524,6719.88
09-NOV-2023,22708.55,22876.05,22661.95,22769.45,72097378,4382.52
10-NOV-2023,22694.3,22877.45,22673.15,22829.05,60787966,3406.11
12-NOV-2023,22946.2,22953.6,22877.25,22916.6,18956063,699.17
13-NOV-2023,22872.95,22908.1,22765.7,22863.5,87768147,4809.9
15-NOV-2023,23137.35,23142.3,22991.2,23012.1,129438736,8302.77
16-NOV-2023,23034.25,23136.1,22953.75,23004.25,100341701,6369.99
17-NOV-2023,22746.65,22857.8,22667.1,22704.35,158890164,6959.79
20-NOV-2023,22697.85,22747.5,22596.6,22681.25,92849200,4819.74
21-NOV-2023,22784,22796.9,22702.15,22771.05,70734036,4725.6
22-NOV-2023,22745.95,22762.2,22515.7,22618.75,90177574,5955.74
23-NOV-2023,22610.25,22736.8,22610.25,22704.2,52078984,3320.46
24-NOV-2023,22720.75,22813.45,22692,22791.8,74532015,4241.84
28-NOV-2023,22831.9,22883.7,22762.3,22840.45,97986686,6167.25
29-NOV-2023,22946.8,23212.3,22903.3,23179.8,103575979,6743.1
30-NOV-2023,23258.75,23285.7,23017.55,23136.8,254102852,19655.83
01-DEC-2023,23204.2,23370.15,23179.8,23279,97264475,6589.99
04-DEC-2023,23699.6,24128.05,23593.65,24102.4,163037928,11561.07
05-DEC-2023,24353.7,24495.35,24222.25,24387.05,199288210,12413.22
06-DEC-2023,24502.45,24522.05,24241,24305.7,142958714,8529.9
07-DEC-2023,24232.65,24319.95,24117.25,24272.2,151429763,5796.5
08-DEC-2023,24269.35,24541.95,24269.35,24517.85,155787246,8054.37
11-DEC-2023,24508.7,24707.9,24503.45,24555,118105406,6167.68
12-DEC-2023,24608.7,24627.05,24366.65,24418.95,114612164,7396.21
13-DEC-2023,24473.3,24482,24313.05,24401.85,122428819,7085.55
14-DEC-2023,24652.75,24867.85,24617.95,24758,121025839,8168.38
15-DEC-2023,24856.75,24973.85,24734.8,24944.65,217838912,17462.01
18-DEC-2023,24909.5,24909.9,24754.5,24785.35,106089287,5302.51
19-DEC-2023,24834.65,24854.45,24698.25,24764.55,118785725,5868.52
20-DEC-2023,24873.05,24907.45,24377.7,24508.15,129491280,8019.07
21-DEC-2023,24345.9,24696.95,24184.3,24649.9,135331389,8173.14
22-DEC-2023,24659.85,24779.5,24440.4,24485.3,126400708,9425.09
26-DEC-2023,24533.8,24662.5,24450.7,24583.05,92997215,5708.27
27-DEC-2023,24627.45,24858.95,24623.1,24820.45,93168118,6079.59
28-DEC-2023,24920.75,25009.9,24855.7,24933.4,175911272,10817.68
29-DEC-2023,24912.4,24988.5,24763.4,24875.65,113403341,6444.13
